example_id,query,query_id,product_id,product_locale,esci_label,small_version,large_version,split,product_title,product_description,product_bullet_point,product_brand,product_color
1675700,rainbow brite costume women,85402,B07FD48WFW,us,E,1,1,train,Beelittle Women's Rainbow Costume Sets Long Socks Gloves and Tutu Skirt (A),"<b>Women's Rainbow Costume Sets - Perfect for your themed parties<br></b> ❤Excellent High-quality materials for all the combined items. One size fits most adults.<br> ❤You can wear them to parties as well as for daily use.<br> ❤They are easy to wash and care just using a little mild shampoo in cold water.<br> ❤Package includes different items, which can help you to make a perfect style for Halloween, concerts, theme parties, wedding, dating and any other occasions.<br>","PACKAGE INCLUDES - One pair long socks, one pair long gloves, one tutu skirt
SIZE - Gloves are 31cm can be stretch down 3/4 of the forearm; High socks are 53cm and can maybe be stretched over the knees; Tutu skirt 40cm
GREAT MATERIAL - The rainbow socks gloves set are made of 80% acrylic & 20% spandex, soft & comfy; Polyester tulle
ONE SIZE - One size fits most women
MULTI-PURPOSE - All are rainbow designed, classic striped style. Perfect for 80s party, cosplay costume, themed party, night out club party, school party, halloween, christmass and so on",Beelittle,A
1675702,rainbow brite costume women,85402,B079HMJPZR,us,E,1,1,train,"Leg Avenue Women's Costume, Rainbow, One Size",,"Includes rainbow material with shoulder holders and wrist cuffs
Made from soft, flowy fabric
Costume and accessories are not included
Create your own DIY costume look with other accessories
Durable and long lasting",Leg Avenue,Rainbow
1675703,rainbow brite costume women,85402,B07VCX5BD3,us,E,1,1,train,AYHome Kids Animal Onesie Unicorn Costume Christmas Halloween Cosplay Pajamas Rainbow Star 8 Years,,,AYHome,
1675704,rainbow brite costume women,85402,B073W9M61P,us,E,1,1,train,Chalier Womens Rainbow Striped Knee Thigh High Socks Arm Warmer Fingerless Gloves 2 Pairs(rainbow Set) One Size,"<b>Womens Rainbow Socks Striped Knee High Socks Arm Warmer Fingerless Gloves Set</b><br><br> Fun colors to make your outfit pop. It works great as a fashion statement in the summer, as a feet warmer at colder times, and as fun addition at sexy naughty moments.<br><br> <b>About the product:</b><br> - The rainbow knee high socks gloves set are made of 80% acrylic & 20% spandex, soft & comfy.<br> - Designed with bright rainbow colors to attract other's attention.<br> - Rainbow thigh high socks are length 64cm and can maybe be stretched over the knees. Rainbow striped fingerless gloves length 36cm and can be stretch down 3/4 of the forearm. One size fits most women.<br> - Simple but fashionable design keeps you looking good. This rainbow fingerless long knit gloves and stockings set are suitable for halloween costume, fun party, cosplay performance and show, get ones for highlight party and normal life.<br> - This rainbow fingerless long knit gloves and stockings set is great as a gift for your family or friends, or a treat for yourself. It's style meets functionality.<br> - Do not wash by hot water; Do not chlorine bleaching; Hang dry in shade; Do not iron; Hand Wash or Spot clean recommended!<br><br> <b>About Chalier</b><br> Professional team to do professional brand, professional brand to create professional products! Welcome to experience professional services, you won't regret the company in your daily life. May you a happy shopping!","Great material - The rainbow socks gloves set are made of 80% acrylic & 20% spandex, soft & comfy. The rainbow clothes are designed with bright rainbow colors to attract other's attention.
One size fits most - Rainbow knee high socks are length 64cm and can maybe be stretched over the knees. Rainbow striped fingerless gloves length 36 cm and can be stretch down 3/4 of the forearm. One size fits most women.
Colorful life - Simple but fashionable design keeps you looking good. This rainbow fingerless long knit gloves and rainbow stockings set are suitable for halloween costume, fun party, cosplay performance and show, get ones for highlight party and normal life.
Best valued - This rainbow striped thigh high socks and rainbow arm warmer gloves set is great as gifts for your family or friends or a treat for yourself. It is a necessary beautiful and versatile accessory. Package including:1 pair knee high socks+1 pair rainbow arm warmer fingerless gloves.
Sweet service - If you have problems with our rainbow costume, please contact us immediately by email and we will respond within 24 hours and do our utmost to deliver a timely solution. Please be assured the purchase.",Chalier,Dark Purple
1675705,rainbow brite costume women,85402,B072KP4SCW,us,E,1,1,train,Womens Rainbow Long Gloves Socks and 3 Layered Tulle Tutu Skirt Party Accessory Set,"Suitable for fun party,cosplay performance and show,get ones for highlight party and normal life. Soft comfy, stretchy fabric, socks are knee highs and can maybe be stretched a little over the knees, gloves can be stretch down 3/4 of the forearm. Great product,made of a really soft material,Soft & comfy, vibrant color Knee high Stockings Thigh High Socks.Rainbow Striped Fingerless Gloves Socks came to knees and gloves just above elbows. tutu skirt is six colors. This skirt will be great for embellishing and decorating, or wearing as is. You will love this fun tutu. Nicely made for the inexpensive price. Very festive colors! Material is nice and soft,super comfortable","Includes: One pair long socks, One pair long gloves, One tutu skirt
Size: Gloves:12.6 inch, over elbow; Stocking:25.6 inch,over knee ;Tutu Skirt:15 inch
Material:Acrylic; Spandex; polyester Tulle
One size fits most adult
Suitable for fun party,cosplay performance and show,get ones for highlight party and normal life",IETANG,A
1675707,rainbow brite costume women,85402,B01J24E6W2,us,E,1,1,train,Rainbow Striped Leggings: Large,"Our Tipsy Elves' leggings are the perfect blend of comfy and stretchy, meaning you'll want to wear them for days at a time...although we do suggest taking them off to shower at some point. These rainbow-colored leggings are perfect for your next St. Paddy's Day or Pride event.","Made with 60% polyester, 30% cotton and 10% elastic.
Super soft and comfortable fit.
Guaranteed to ship within 1 business day of purchase.
Perfect for any occasion or get together.
Machine washable.",Tipsy Elves,Pink
1675710,rainbow brite costume women,85402,B0013FPMEU,us,E,1,1,train,"Secret Wishes Sexy Rainbow Girl Costume, Blue, Small",,"Blue dress with white faux fur trim plus rainbow belt, sleevelets and stockings
Don't wait for halloween - dress up for a show, catch every eye while out on the town or buy a dozen and stage a flash mob
With a couple of quick accessory changes a world of costuming options opens up with this simple classic
The secret wishes collection utilizes genuine spandex fabrics for both fit and comfort
Rubies costume company is a family-owned business based in new york with more than 60 years of experience bringing children and adults the costumes and accessories they want for halloween and year-round dress up",Secret Wishes,Multicoloured
1692984,red bows for crafts,86293,B086DJ9ZP6,us,E,1,1,train,7Rainbows 50pcs Boutique Mini Polka Dots Satin Ribbon Bow Tie for Craft Sewing Scrapbooking Wedding and Gift(Red),"Welcome to 7Rainbows<br>These satin ribbon bows are made of 100% polyester Eco-friendly satin ribbon or grosgrain ribbon.<br>They are ideal for hair decorations, scrapbooking, baby shower, wedding and party favor.They will be perfect addition to your next decorating project.<br>Warm notice:<br>Color may be a little different from the picture because of display resolution. Please kindly notice picture just for reference, detailed information is in according with the final product.","Material: 100% polyester satin ribbon, certification Oeko-Tex Stardand 100
Size: Width: 25 mm x length 26mm approximately
Color: As the picture show
Uses: Perfect for your holiday crafts, baby shower,wedding, gift, sewing, scrapbooking, hair bows, belts tons, use your imagination.
Warm Tips: This is handmade Mini ribbon bows, each bow is unique,please carefully look at its size before buying.",7Rainbows,Red
1692985,red bows for crafts,86293,B07XFMLKW7,us,E,1,1,train,"Aysekone 100 Pieces Mini Metallic Edge Satin Bowknot Flowers DIY Craft Ribbon Bow Appliques for Sewing,Scrapbooking,Wedding,Gift Decoration (Gold Metallic Edge - Red)","<br>Aysekone is Committed to Provide Various Products to Customers to Satisfy Different Customer's Needs.<BR><BR> Material:Polyester <br>Size(Approx.):23 mm x 22 mm /0.9 inch x 0.87 inch(Error Range:±3 mm)<BR>Color:Gold Metallic Edge - Red<br>Quantity:100 Pieces<br><br> This satin ribbon bow is ideal for hair decorations,scrapbooking,matching hair flowers,wedding and party favor. <br><br> It will be perfect addition to your next decorating project. <br><bR>Note:<BR>1>Sometimes products look larger or smaller on pictures,please refer to our actual description.<BR>2>Please allow little size error due to manual measurement.<BR>3>Colors shown in pictures may slightly differ from actual product due to lighting and color settings.<br><br> Package Include:<br>100 x Mini Metallic Edge Satin Bowknot Flowers","Package Contains 100 Pieces Mini Metallic Edge Satin Bowknot Flowers.
Made of High Quality Polyester,Certification Oeko-Tex Stardand.
Size(Approx.):23 mm x 22 mm /0.9 inch x 0.87 inch(Error Range:±3 mm).
DIY Essential Accessories,Perfect to Use for Any Projects of Your Imagination!
Perfect for Your Holiday Crafts,Wedding,Gift,Sewing,Scrapbooking,Card Making,Hair Bows,Belts Tons,etc.",Aysekone,Gold Metallic Edge - Red
1692986,red bows for crafts,86293,B07S7CD8M6,us,E,1,1,train,"YAKA 80Pcs Mini Satin Ribbon Bows Flowers 1"" x3/4""Appliques DIY Craft Scrapbooking DIY Embellishmen Projects,Bow Decorations (Red)","<b>WIDE USAGE:</p></b> <p>Make scrapbook pages, gifts, decorations,DIY Kids Hair Clips, gift packing, dolls bow ties,glueing them to clothespins for a baby shower,Mini Bow Ties are Perfect for DIY Projects and other art & crafts.</p> <br> <b><p>Product presentation:</p></b> <p>1.Package includes:80pcs,Each package will Send free 10pcs more Used in transit damaged beyond repair.</p> <p>2.Material:Satin Ribbon</p> <p>3.Color:Red</p> <p>4.Size: 1""*3/4""(25*20)mm approximately.</p> <br> <b><p>Note:</p></b> <p>1.Each package will be sent 10pcs more Used in transit damaged beyond repair.</p> <p>2.Please read the size introduction carefully before purchasing,So as not to miss your use.</p>","Size:1""*3/4""(25*20)mm approximately, please allow a error 0.1"" as they are handmade,Package includes:80pcs,Matrerial:Satin Ribbon,Color:Red.
Satin Ribbon Bow Ties without Adhesive embellishment, Easy to attach other objects with glue ,than to make scrapbook pages, gifts, decorations,DIY Kids Hair Clips, gift packing, dolls bow ties,glueing them to clothespins for a baby shower,Mini Bow Ties are Perfect for DIY Projects and other art & crafts ,Beautiful and easy to work with.
NOTE:Note due to the totally made by hand of these flowers there may be slight variations in size and shape in each Bow,Each package will Send free 10pcs more Used in transit damaged beyond repair,Some were not tied,the bows fell apart,Some had frayed edges use.
Please read the size introduction carefully before purchasing,So as not to miss your use.
The product is strong, durable and good quality,We attach great importance to every production link,If you are not 100% completely satisfied with your order, simply let us know and you will be offered a full refund or replacement.It is impossible to address issues if we do not know about them!",YAKA,Red
